iter	RMSE
323	0.3160033729
324	0.3159530482
325	0.3158345812
326	0.3157419575
327	0.315711933
328	0.3156626434
329	0.3156007147
330	0.3155094574
331	0.3154178649
332	0.3153272824
333	0.3152574901
334	0.3152147874
335	0.3151635063
336	0.3151095679
337	0.3150780678
338	0.314976305
339	0.3148933093
340	0.3148656866
341	0.3148298846
342	0.3147249679
343	0.3146890555
344	0.3144503105
345	0.3143346104
346	0.3142864504
347	0.3142155089
348	0.3141790674
349	0.3140856941
350	0.3140709731
351	0.3139491171
352	0.3138877024
353	0.3138107576
354	0.3137892966
355	0.313712191
356	0.3136297368
357	0.3135776743
358	0.3135248972
359	0.3134786289
360	0.3134282629
361	0.3133858112
362	0.3131837369
363	0.3130700292
364	0.3130377107
365	0.3129889752
366	0.312919613
367	0.3128616716
368	0.3128337882
369	0.3127249898
370	0.3126993668
371	0.3126263668
372	0.312466035
373	0.3124527166
374	0.3124177097
375	0.3123507923
376	0.3122586942
377	0.3122191303
378	0.3121500989
379	0.3121281201
380	0.3120561681
381	0.3120307864
382	0.311899754
383	0.3118630443
384	0.3117202045
385	0.3115826067
386	0.3114918464
387	0.3114615135
388	0.3114402864
389	0.3113759819
390	0.3113541242
391	0.3113243752
392	0.3112735155
393	0.3111836341
394	0.3111711067
395	0.3111370413
396	0.311048357
397	0.311017138
398	0.3109476455
399	0.3109107475
400	0.3108713972
401	0.3108301312
402	0.3107629319
403	0.3107003731
404	0.3106341239
405	0.3106016277
406	0.3105335688
407	0.3104851152
408	0.3104560438
409	0.3104286102
410	0.3103829274
411	0.310361335
412	0.3102727437
413	0.3101825296
414	0.3100404858
415	0.3099117238
416	0.3098292765
417	0.3097586756
418	0.3097026923
419	0.3096287882
420	0.3094207052
421	0.3093396013
422	0.3092505799
423	0.3092043597
424	0.3091642718
425	0.3091377303
426	0.3091062767
427	0.3090450137
428	0.3089416755
429	0.3089229889
430	0.3088685786
431	0.3087839815
432	0.3087306531
433	0.3086981237
434	0.30862991
435	0.3085997922
436	0.3085566278
437	0.3085178702
438	0.3084558572
439	0.308331164
440	0.3083205165
441	0.3082768571
442	0.3082185388
443	0.3081680829
444	0.3081094326
445	0.3080515364
446	0.3079827822
447	0.3079470791
448	0.3078916741
449	0.3078302681
450	0.3077870029
451	0.3077112387
452	0.307607307
453	0.3075851692
454	0.3075172275
455	0.30745567
456	0.3073766028
457	0.3073289934
458	0.3073013075
459	0.3072552969
460	0.3071938769
461	0.3071626334
462	0.3070727177
463	0.3070383767
464	0.3070335504
465	0.3069930709
466	0.3069301685
467	0.3068550106
468	0.3068038174
469	0.306725164
470	0.3066985392
471	0.3066471525
472	0.30652275
473	0.3065004897
474	0.306430117
475	0.3063854588
476	0.3062600159
477	0.3062392715
478	0.3062076104
479	0.3061122482
480	0.3060987526
481	0.3060600998
482	0.3059455221
483	0.3058874387
484	0.305818839
485	0.3057773182
486	0.3057374083
487	0.3057281077
488	0.3056682951
489	0.305563244
490	0.3055101958
491	0.3054534906
492	0.3054051081
493	0.3053565391
494	0.3052128576
495	0.3051863394
496	0.3051514075
497	0.3051141052
498	0.3050617481
499	0.3050422925
500	0.3050120263
501	0.3049424621
502	0.3048745329
503	0.3048251401
504	0.3047462308
505	0.3046833438
506	0.3046506177
507	0.304599501
508	0.3045858637
509	0.3045482341
510	0.3045215937
511	0.3045053983
512	0.3044744863
513	0.3044037968
514	0.3043641306
515	0.3043142837
516	0.3042717592
517	0.3042437557
518	0.3041824574
519	0.3040921315
520	0.3040770356
521	0.3040099244
522	0.3039847857
523	0.3039717754
524	0.3039514031
525	0.303926155
526	0.303841253
527	0.3038271494
528	0.3037887092
529	0.3037397652
530	0.303620013
531	0.303509182
532	0.3034374368
533	0.3033634245
534	0.3033015738
535	0.3032364296
536	0.3031947225
537	0.3031437855
538	0.3031236778
539	0.3031086621
540	0.3030408511
541	0.3029822864
542	0.3029249091
543	0.3028673808
544	0.3028061001
545	0.302727245
546	0.3026981877
547	0.3025770388
548	0.302531285
549	0.3025118082
550	0.3024488587
551	0.3024372481
552	0.3023869894
553	0.3023121538
554	0.3023012902
555	0.3022113569
556	0.3021830083
557	0.3021434696
558	0.3020350507
559	0.3020123668
560	0.3019623458
561	0.30190238
562	0.3018237049
563	0.3017861495
564	0.3017437556
565	0.3016790449
566	0.3016671375
567	0.3016271953
568	0.3015558061
569	0.3015096025
570	0.301505371
571	0.3014519513
572	0.3014354368
573	0.3013942587
574	0.3012769855
575	0.301229728
576	0.3012012706
577	0.3011307616
578	0.3011001388
579	0.3010407923
580	0.3010135438
581	0.3009579138
582	0.3008960673
583	0.3008464576
584	0.3008242337
585	0.3007623007
586	0.3006979574
587	0.3006486551
588	0.3005933054
589	0.3004681294
590	0.300386747
591	0.3003082646
592	0.30028126
593	0.3002250924
594	0.300187371
595	0.3001651801
596	0.3001259267
597	0.3000721566
598	0.3000424667
599	0.2999943845
600	0.2999595657
601	0.2998879019
602	0.2998670731
603	0.2998140518
604	0.2997667404
605	0.2997250388
606	0.299687101
607	0.2996436345
608	0.2996126236
609	0.2995707346
610	0.2995557582
611	0.2995254534
612	0.2994929626
613	0.2994788316
614	0.2994389692
615	0.2993901211
616	0.2993540484
617	0.299257568
618	0.2992099239
619	0.2991705754
620	0.299131802
621	0.2990705065
622	0.2990535118
623	0.2989957289
624	0.2989649352
625	0.2989202345
626	0.2988906135
627	0.2988693055
628	0.2988267717
629	0.2987822035
630	0.2987560707
631	0.2987285749
632	0.2986966768
633	0.2986488311
634	0.2985995682
635	0.298567222
636	0.2985284015
637	0.2984671053
638	0.2984478303
639	0.2984408031
640	0.2984026484
641	0.2983766697
642	0.2982867074
643	0.298256133
644	0.2982085221
645	0.2981486607
646	0.2981213572
647	0.2980706192
648	0.2980183813
649	0.2979825572
650	0.2979620887
651	0.2979257728
652	0.2978639263
653	0.2977150303
654	0.2976812562
655	0.2976548415
656	0.2976195751
657	0.2976043816
658	0.2975800337
659	0.2975531893
660	0.2975383499
661	0.2974990321
662	0.2974860239
663	0.2974376903
664	0.2973869074
665	0.2973515351
666	0.2972864798
667	0.29726755
668	0.2972271517
669	0.2971598287
670	0.2971328424
671	0.2971118568
672	0.2971056319
673	0.2970828535
674	0.2970331711
675	0.2969860954
676	0.2969129392
677	0.2968880163
678	0.2968470083
679	0.2968359301
680	0.2967095037
681	0.2966887918
682	0.2966733595
683	0.2965591083
684	0.2965203859
685	0.2964861088
686	0.296404933
687	0.2963152562
688	0.2962894705
689	0.2962355645
690	0.296203041
691	0.2961731011
692	0.2961042289
693	0.2960653585
694	0.2959949618
695	0.2959634535
696	0.2959012431
697	0.2958744669
698	0.2958441629
699	0.2958093529
700	0.2957516128
701	0.2957123558
702	0.2956811549
703	0.2956611219
704	0.2956388142
705	0.295581723
706	0.2955263515
707	0.295408271
708	0.2953862824
709	0.295309236
710	0.2952785263
711	0.2952709738
712	0.2952604427
713	0.2952267868
714	0.2951574657
715	0.2951269463
716	0.2950806983
717	0.2950278124
718	0.2949648958
719	0.2949230379
720	0.2948758818
721	0.2948269129
722	0.2947904867
723	0.294743288
724	0.2946899257
725	0.2946714457
726	0.2946630896
727	0.2946345465
728	0.2946024574
729	0.2945448947
730	0.2944720241
731	0.2944203757
732	0.2943538157
733	0.2942945543
734	0.2942273482
735	0.294148645
736	0.2941207709
737	0.2941026059
738	0.2940550948
739	0.2940272474
740	0.2939981103
741	0.2939741676
742	0.2938822628
743	0.2938512631
744	0.2938285226
745	0.293800276
746	0.2937335735
747	0.2936879673
748	0.2936600491
749	0.2936386119
750	0.2935944745
751	0.2935577823
752	0.2935074491
753	0.293473743
754	0.2934372382
755	0.2934128949
756	0.293375193
757	0.2933287418
758	0.2932414655
759	0.2932160047
760	0.2932076219
761	0.2931645752
762	0.2931410199
763	0.2931137576
764	0.2930898394
765	0.2930627531
766	0.2930385328
767	0.2930022904
768	0.2929776736
769	0.2929500005
770	0.2928879738
771	0.2928766209
772	0.2927048812
773	0.2926533828
774	0.2926393936
775	0.2926387696
776	0.2926079301
777	0.2925766067
778	0.2925573466
779	0.2925221846
780	0.2924699516
781	0.2924377256
782	0.2924041592
783	0.2923572442
784	0.2923473649
785	0.2922643134
786	0.2922423256
787	0.2921983706
788	0.2921656498
789	0.2921126176
790	0.2920872246
791	0.2920576911
792	0.2920483106
793	0.292021502
794	0.2920100578
795	0.2919976848
796	0.2919846817
797	0.2919469139
798	0.2919216106
799	0.2919083098
800	0.2918887386
801	0.2918571289
802	0.2918546909
803	0.2918178182
804	0.2917822509
805	0.2917278715
806	0.2916675161
807	0.2915978315
808	0.2915540784
809	0.2915344381
810	0.2913675826
811	0.2913133161
812	0.2912937182
813	0.2912763386
814	0.2912372651
815	0.2911917534
816	0.2911334062
817	0.2910871076
818	0.2910316025
819	0.2909760303
820	0.2909321745
821	0.2909032327
822	0.2908755771
823	0.2908435291
824	0.2908178784
825	0.2908012604
826	0.2907577417
827	0.2907193532
828	0.2906789396
829	0.2906367513
830	0.2905648122
831	0.290540186
832	0.2905147419
833	0.2904796188
834	0.2904566113
835	0.2904298768
836	0.2903997898
837	0.2903763547
838	0.2903580712
839	0.290313121
840	0.2902842147
841	0.2902499413
842	0.2902186687
843	0.2901455595
844	0.2901305463
845	0.2900715786
846	0.2900515274
847	0.2900022539
848	0.2899901391
849	0.2899821617
850	0.2899426409
851	0.2899164385
852	0.2898383525
853	0.2898261559
854	0.2898160104
855	0.289785025
856	0.2897353828
857	0.289692748
858	0.2896798512
859	0.2896610283
860	0.2896599316
861	0.2896265568
862	0.2895864208
863	0.2895441383
864	0.2895094952
865	0.2894810685
866	0.2894402757
867	0.2894074794
868	0.2893695677
869	0.2892728652
870	0.2892479488
871	0.2892311909
872	0.2892059448
873	0.2891894427
874	0.2891657501
875	0.2890554945
876	0.2889912575
877	0.2889496624
878	0.2888956625
879	0.2888772722
880	0.2888384313
881	0.2888119729
882	0.2887687077
883	0.288689613
884	0.2886325975
885	0.288621703
886	0.2885992307
887	0.2885605536
888	0.2885232519
889	0.2884254131
890	0.2884161819
891	0.2883863409
892	0.2883410832
893	0.2883031876
894	0.288263077
895	0.2882342568
896	0.2882008448
897	0.2881523515
898	0.2881423617
899	0.2880569222
900	0.2880052101
901	0.287987956
902	0.2879304414
903	0.2878878045
904	0.2878724006
905	0.2878367698
906	0.2878067309
907	0.2877626658
908	0.2877236004
909	0.2876992021
910	0.2876525793
911	0.287626825
912	0.2876120344
913	0.2876047901
914	0.2875934302
915	0.2875300412
916	0.2875264683
917	0.2874851725
918	0.2874788792
919	0.2874423086
920	0.2874142558
921	0.2873358481
922	0.2872756461
923	0.287248347
924	0.2872060255
925	0.2871940038
926	0.2871397703
927	0.287114429
928	0.2870854056
929	0.2870521337
930	0.2870111757
931	0.28697039
932	0.2869504782
933	0.2869245359
934	0.2868885519
935	0.2868567446
936	0.2868416193
937	0.2867881809
938	0.2867373291
939	0.2867321885
940	0.2867037067
941	0.2866776755
942	0.2866473403
943	0.2866219631
944	0.286607907
945	0.2865798193
946	0.2865582804
947	0.2865322676
948	0.2864834726
949	0.2864504436
950	0.2864109827
951	0.2864081767
952	0.2863415022
953	0.2863126675
954	0.2862805715
955	0.2862137185
956	0.286199729
957	0.2861718793
958	0.286140723
959	0.2861055258
960	0.2860646097
961	0.2860378872
962	0.2860118851
963	0.2859221781
964	0.2858500248
965	0.2858058256
966	0.2857612251
967	0.2857557633
968	0.2857018075
969	0.2856513866
970	0.2856207171
971	0.2855825691
972	0.2855682574
973	0.2855567367
974	0.2855010864
975	0.2854720275
976	0.2854484221
977	0.2854240046
978	0.2854040832
979	0.2853894288
980	0.2853675775
981	0.2853478902
982	0.2853398001
983	0.2853216837
984	0.2853045216
985	0.2852819485
986	0.2852663449
987	0.2852318294
988	0.2852102166
989	0.285177487
990	0.2851477457
991	0.2851198798
992	0.2851005193
993	0.2850815465
994	0.2850496348
995	0.2849730377
996	0.2849482905
997	0.284922336
998	0.2848975533
999	0.2848723694
1000	0.2848551611
1001	0.2848354637
1002	0.2847898917
1003	0.284735749
1004	0.2847140677
1005	0.2846980857
1006	0.2846733568
1007	0.2846487696
1008	0.284631807
1009	0.2846161148
1010	0.2845978885
1011	0.2845744206
1012	0.2845434307
1013	0.2844971119
1014	0.2844609204
1015	0.2844301072
1016	0.2843935756
1017	0.2843623468
1018	0.2843346238
1019	0.2843034342
1020	0.2842677814
1021	0.2842364549
1022	0.2842182375
1023	0.2841657633
1024	0.28413817
1025	0.2841071183
1026	0.2841014963
1027	0.2840266493
1028	0.2839621709
1029	0.2839265189
1030	0.2838928921
1031	0.2838688991
1032	0.2838299166
1033	0.2838217785
1034	0.283791349
1035	0.2837827474
1036	0.2837624109
1037	0.2837455274
1038	0.2837158072
1039	0.2836701959
1040	0.2836401384
1041	0.2836144839
1042	0.2835876594
1043	0.2835001297
1044	0.283480896
1045	0.2834618388
1046	0.283425658
1047	0.2834060219
1048	0.2833698243
1049	0.2833508624
1050	0.2833379425
1051	0.2833126074
1052	0.2832835039
1053	0.2832753638
1054	0.2832587738
1055	0.2832532607
1056	0.2832271474
1057	0.2831787642
1058	0.2831633765
1059	0.2831565307
1060	0.2831284191
1061	0.2831055686
1062	0.2830519985
1063	0.283041907
1064	0.2830261194
1065	0.2830059462
1066	0.2829419796
1067	0.2829325423
1068	0.2829211687
1069	0.2829102964
1070	0.2828953194
1071	0.2828923532
1072	0.2828563167
1073	0.2828258148
1074	0.2827883682
1075	0.282742294
1076	0.2827157078
1077	0.2826928963
1078	0.2826450616
1079	0.2826313149
1080	0.282592258
1081	0.2825678832
1082	0.2825494183
1083	0.2824965827
1084	0.282456956
1085	0.2824163333
1086	0.2823973607
1087	0.2823663808
1088	0.2823109633
1089	0.2822933831
1090	0.2822740793
1091	0.2822136119
1092	0.2821963236
1093	0.282167456
1094	0.2821468354
1095	0.282060758
1096	0.2820455598
1097	0.2820354886
1098	0.28200134
1099	0.2819709573
1100	0.2819370885
1101	0.2819051826
1102	0.2818829883
1103	0.2818623418
1104	0.2818377158
1105	0.2818285478
1106	0.2818078857
1107	0.2817863687
1108	0.2817634513
1109	0.2817335685
1110	0.281654578
1111	0.2816321615
1112	0.2816254967
1113	0.2816072506
1114	0.2815951295
1115	0.2815660165
1116	0.2815398325
1117	0.2814859202
1118	0.2814341469
1119	0.2814182294
1120	0.2814019938
1121	0.281373367
1122	0.281323601
1123	0.2812605152
1124	0.2812259189
1125	0.2811976394
1126	0.2811843468
1127	0.2811653668
1128	0.2811405115
1129	0.2811159199
1130	0.2810853036
1131	0.2810567032
1132	0.281041594
1133	0.2809356921
1134	0.2809124373
1135	0.2808804284
1136	0.2808575953
1137	0.2808345867
1138	0.2808040077
1139	0.280783773
1140	0.2807586669
1141	0.2807419032
1142	0.2807102575
1143	0.2806992805
1144	0.2806553956
1145	0.2806421371
1146	0.2806214016
1147	0.2805948579
1148	0.2805819815
1149	0.2805366274
1150	0.2805039285
1151	0.2804893259
1152	0.2804634164
1153	0.2804411868
1154	0.2804023904
1155	0.2803888213
1156	0.2803543847
1157	0.2803445853
1158	0.2803330812
1159	0.2802770879
1160	0.2802547838
1161	0.2802472555
1162	0.2802103979
1163	0.280175215
1164	0.2801281946
1165	0.2800720339
1166	0.2800448443
1167	0.2800158619
1168	0.2799700691
1169	0.2799554205
1170	0.2799225911
1171	0.2798562209
1172	0.2798077576
1173	0.2797765457
1174	0.2797613711
1175	0.2797373433
1176	0.2797300996
1177	0.2796851154
1178	0.2796576765
1179	0.2796302919
1180	0.2795985426
1181	0.2795555109
1182	0.2794803449
1183	0.2794627632
1184	0.279430909
1185	0.2794135805
1186	0.2793799525
1187	0.279340931
1188	0.2793271643
1189	0.2792923987
1190	0.2792499909
1191	0.2792147619
1192	0.2791826449
1193	0.2791427562
1194	0.2791158056
1195	0.2790780914
1196	0.2790296401
1197	0.2790133992
1198	0.2789772863
1199	0.2789197241
1200	0.2788844027
1201	0.278874535
1202	0.2788333787
1203	0.2788150831
1204	0.278794313
1205	0.2787786349
1206	0.2787683785
1207	0.2787591117
1208	0.2787475226
1209	0.2787110552
1210	0.2786860803
1211	0.2786733393
1212	0.2786402517
1213	0.2785572796
1214	0.2785294133
1215	0.2785029486
1216	0.2784902352
1217	0.2784580428
1218	0.2784232904
1219	0.2783967694
1220	0.2783791754
1221	0.2783615642
1222	0.2783326872
1223	0.2782983364
1224	0.2781044631
1225	0.2780860759
1226	0.2780634152
1227	0.2780375575
1228	0.2780139692
1229	0.2779575702
1230	0.2778964568
1231	0.2778598588
1232	0.2778399297
1233	0.2778211105
1234	0.2778056219
1235	0.2777863634
1236	0.2777726418
1237	0.2777535952
1238	0.2777197164
1239	0.2776765997
1240	0.2776533013
1241	0.2776170745
1242	0.2776005298
1243	0.2775610927
1244	0.2775481508
1245	0.2775090239
1246	0.2774912916
1247	0.2774832994
1248	0.2774690241
1249	0.2774633184
1250	0.2774248409
1251	0.2773801849
1252	0.2773442007
1253	0.2773025009
1254	0.2772732826
1255	0.2772498466
1256	0.277222636
1257	0.277188816
1258	0.2771717323
1259	0.277115161
1260	0.2770687258
1261	0.277011079
1262	0.2769756862
1263	0.2769507928
1264	0.2769386505
1265	0.276907823
1266	0.2768944396
1267	0.2768657427
1268	0.2768199827
1269	0.2767966133
1270	0.2767683148
1271	0.2767242305
1272	0.2767074648
1273	0.2766901468
1274	0.2766397112
1275	0.2766198006
1276	0.2766109735
1277	0.2765988221
1278	0.2765818267
1279	0.2765719455
1280	0.2765626038
1281	0.2765218926
1282	0.2765027657
1283	0.2764584796
1284	0.2764338479
1285	0.2764113154
1286	0.2763951765
1287	0.2763527806
1288	0.2763441697
1289	0.276301168
1290	0.2762514212
1291	0.2762385143
1292	0.2762131038
1293	0.2762036961
1294	0.2761804362
1295	0.2761502502
1296	0.2761329534
1297	0.2760878062
1298	0.2760754958
1299	0.2760473195
1300	0.2760432602
1301	0.2759920112
1302	0.2759666587
1303	0.2759582418
1304	0.2759362112
1305	0.2759333776
1306	0.2758980317
1307	0.2758651465
1308	0.2758532561
1309	0.2758380743
1310	0.2758239866
1311	0.2758100363
1312	0.2757865585
1313	0.275765654
1314	0.2757385581
1315	0.2757166743
1316	0.275694105
1317	0.2756703582
1318	0.2756344009
1319	0.2756054978
1320	0.2755884072
1321	0.2755648579
1322	0.2755459123
1323	0.2755139606
1324	0.2755124347
1325	0.2754494051
1326	0.2754305887
1327	0.2753984297
1328	0.2753911009
1329	0.2753639862
1330	0.2753486106
1331	0.2753284079
1332	0.2753270459
1333	0.2753031524
1334	0.2752857598
1335	0.2752674054
1336	0.2752409309
1337	0.2752347255
1338	0.2751974994
1339	0.27516077
1340	0.2751520148
1341	0.2751135013
1342	0.2750971233
1343	0.27506369
1344	0.2750280648
1345	0.2750010806
1346	0.2749664158
1347	0.2749267253
1348	0.2748954856
1349	0.2748780127
1350	0.2748662362
1351	0.2748309588
1352	0.2748073595
1353	0.2747947408
1354	0.2747822425
1355	0.2747739841
1356	0.2747200845
1357	0.2746761743
1358	0.2746524273
1359	0.2746388284
1360	0.2746203475
1361	0.2746105469
1362	0.274577766
1363	0.2745620279
1364	0.2745413187
1365	0.2745187736
1366	0.2745017801
1367	0.2744674817
1368	0.2744584527
1369	0.2744514953
1370	0.2744003355
1371	0.2743723119
1372	0.2743475187
1373	0.2743170971
1374	0.2743064344
1375	0.2742983418
1376	0.2742772076
1377	0.2742364906
1378	0.2742296229
1379	0.2741993791
1380	0.2741767666
1381	0.2741503518
1382	0.2741268146
1383	0.2741022102
1384	0.2740905572
1385	0.2740674515
1386	0.2740597242
1387	0.2740377879
1388	0.2740190113
1389	0.2740004087
1390	0.2739939267
1391	0.2739592278
1392	0.2739129212
1393	0.2738843439
1394	0.2738378799
1395	0.2738311153
1396	0.273827489
1397	0.2738119841
1398	0.2737880563
1399	0.2737434291
1400	0.2737061045
1401	0.2736938052
1402	0.2736764006
1403	0.2736528317
1404	0.2736337454
1405	0.2736288414
1406	0.2736146515
1407	0.2735804241
1408	0.2735632439
1409	0.2735434704
1410	0.2735168184
1411	0.2735088667
1412	0.2734917622
1413	0.2734672447
1414	0.2734441535
1415	0.2734022332
1416	0.2733621608
1417	0.2733497001
1418	0.2733421109
1419	0.2733098545
1420	0.2732745503
1421	0.273250115
1422	0.2732246095
1423	0.2732101894
1424	0.2731470915
1425	0.2731226379
1426	0.2730955237
1427	0.2730695261
1428	0.2730618187
1429	0.2730301259
1430	0.2730022285
1431	0.2729739965
1432	0.2729412668
1433	0.2729231088
1434	0.2729026393
1435	0.2728971947
1436	0.2728520884
1437	0.2728298642
1438	0.2728131537
1439	0.2727666796
1440	0.2727485536
1441	0.2727138004
1442	0.2726938593
1443	0.272678136
1444	0.2726646143
1445	0.2726425954
1446	0.2726111719
1447	0.2725879832
1448	0.2725421087
1449	0.2725160363
1450	0.2725033045
1451	0.2724897235
1452	0.2724800446
1453	0.2724595441
1454	0.2724353018
1455	0.2724070648
1456	0.2723845855
1457	0.2723618284
1458	0.2723283185
